"","CustomerID","Age","CommuteTime","EducationYears","EmploymentLength","Gender","HouseholdSize","JobCategory","MaritalStatus","PoliticalPartyMem","Retired","TownSize","UnionMember","CardItemsMonthly","CardSpendMonth","CardTenure","CreditDebt","DebtToIncomeRatio","HHIncome","LoanDefault","OtherDebt","CarBrand","CarOwnership","CarsOwned","CarValue","HomeOwner","Internet","NumberBirds","NumberCats","NumberDogs","NumberPets","OwnsFax","OwnsGameSystem","OwnsMobileDevice","OwnsPC","ActiveLifestyle","NewsSubscriber","TVWatchingHours","Votes","CallerID","CallForward","CallingCard","CallWait","DataLastMonth","DataOverTenure","EquipmentLastMonth","EquipmentOverTenure","EquipmentRental","Multiline","Pager","PhoneCoTenure","Region","ThreeWayCalling","VM","VoiceLastMonth","VoiceOverTenure","WirelessData","CreditCard","EBilling","TotalDebt","AvgCardSpendMonth","AvgValuePerCar","TechOwnership","NumAddOns","CardSpendMonthScaled","DataOverTenureScaled","VoiceOverTenureScaled","HHIncomeScaled","CarValueScaled"
"51","1441-JNZRPW-8KQ",30,34,13,8,"Female",1,"Labor","Unmarried","No","No",3,"No",12,2215.6,2,0.193452,2.1,49000,"No",0.835548,"Domestic","Own",3,28800,"Yes",0,0,2,0,2,"No","Yes","Yes","No","No","No",18,"Yes","No","No","No","No",0,0,0,0,"No","No","No",3,3,"No","No",12.15,11.15,"No","Visa","Yes",1.029,184.633333333333,9600,2,0,-0.474288990804179,-0.421561662771884,-0.712143851477765,-0.104006118729401,0.147250220034239
"52","5811-BKUTYY-F7I",58,20,19,18,"Female",1,"Labor","Unmarried","No","Yes",1,"No",4,650.8,19,0.08436,7.6,15000,"No",1.05564,"Foreign","Own",1,9200,"No",2,0,0,0,4,"No","No","Yes","Yes","No","No",16,"Yes","No","No","Yes","Yes",0,0,0,0,"No","No","No",42,2,"Yes","No",49.65,710.95,"No","Mast","No",1.14,162.7,9200,2,1,-1.11345336805962,-0.421561662771884,0.00255687811601767,-0.717973761760106,-0.850418203560579
"53","0926-OZQUQX-GXA",35,24,11,5,"Male",4,"Professional","Married","No","No",2,"Yes",12,1921.9,17,0.254932,2.3,17000,"Yes",0.136068,"Foreign","Own",1,11400,"Yes",0,0,0,0,4,"No","No","No","Yes","Yes","Yes",26,"No","No","Yes","Yes","No",0,0,0,0,"No","Yes","No",48,2,"No","No",38.7,555.75,"No","Disc","No",0.391,160.158333333333,11400,1,1,-0.59425485072233,-0.421561662771884,-0.155947770687862,-0.681858018052417,-0.738435013157079
"54","5007-HXEVVL-NW5",48,26,14,14,"Female",2,"Professional","Married","Yes","No",2,"No",8,2204.6,12,4.820806,11.3,83000,"No",4.558194,"Foreign","Own",1,36000,"Yes",4,0,0,1,7,"Yes","Yes","Yes","Yes","Yes","No",22,"No","Yes","Yes","Yes","Yes",50,1710.15,49.85,1886.7,"Yes","Yes","Yes",37,3,"Yes","Yes",16.8,221.2,"Yes","Disc","Yes",9.379,275.575,36000,4,4,-0.4787820941719,1.28687428608734,-0.497621290387204,0.509961524301303,0.513740661354784
"55","8101-YOBRYX-REF",57,18,15,8,"Female",1,"Sales","Unmarried","No","No",3,"No",12,3718.1,9,1.12176,34.2,82000,"Yes",26.92224,"Foreign","Own",4,53200,"Yes",2,0,0,0,0,"No","Yes","Yes","Yes","Yes","No",12,"No","Yes","No","No","No",21,351.7,0,0,"No","No","No",18,3,"Yes","Yes",17.25,107.95,"Yes","Mast","No",28.044,309.841666666667,13300,3,2,0.13942808283226,-0.0702141650589423,-0.613282704543386,0.491903652447459,1.38924560450942
"56","8267-UTARFV-TZK",61,23,20,11,"Female",4,"Service","Married","No","No",1,"No",10,4158,12,0.537602,2.3,62000,"No",0.888398,"Domestic","Own",0,25907.1507883633,"Yes",0,0,0,2,2,"No","No","Yes","No","Yes","No",18,"Yes","No","Yes","Yes","Yes",0,0,0,0,"No","No","No",30,4,"Yes","No",16.8,174.05,"No","AMEX","Yes",1.426,415.8,Inf,1,1,0.319111371146849,-0.421561662771884,-0.545775247804105,0.130746215370574,0
"57","4432-KMTQXO-788",56,19,19,6,"Female",2,"Professional","Married","No","No",4,"No",10,6938,35,4.47258,7,138000,"No",5.18742,"Domestic","Own",5,67800,"No",2,0,0,0,0,"Yes","Yes","Yes","Yes","Yes","Yes",14,"Yes","Yes","Yes","Yes","Yes",60.5,4054.25,48.05,3054.8,"Yes","Yes","Yes",66,5,"Yes","Yes",66.15,1442.05,"Yes","Disc","Yes",9.66,693.8,13560,4,4,1.45464113135271,3.62862483879961,0.749224073609036,1.50314447626274,2.13240677718719
"58","9172-WITHKP-BXZ",29,20,17,1,"Female",2,"Sales","Married","No","No",1,"No",15,3630,11,1.079295,5.7,35000,"No",0.915705,"Foreign","Lease",3,16800,"No",1,0,0,0,0,"No","Yes","Yes","Yes","Yes","Yes",22,"Yes","Yes","Yes","Yes","Yes",43.15,2437.2,0,0,"No","Yes","No",57,2,"Yes","Yes",51.15,934,"Yes","Mast","Yes",1.995,242,5600,3,3,0.10344240949624,2.01319557756358,0.230356246129583,-0.356816324683221,-0.46356718216667
"59","1114-UELZXT-QT7",68,19,11,36,"Female",2,"Agriculture","Married","Yes","Yes",1,"No",4,1455.9,30,0.74298,12.2,35000,"No",3.52702,"Domestic","Own",2,13900,"No",0,0,0,0,0,"Yes","No","No","No","No","Yes",21,"No","Yes","Yes","Yes","Yes",0,0,0,0,"No","No","No",64,4,"Yes","No",53.1,1114,"No","AMEX","No",4.27,363.975,6950,1,1,-0.784599047936693,-0.421561662771884,0.414188957371196,-0.356816324683221,-0.611181387698556
"60","0992-DNDKIT-CUP",22,19,16,0,"Male",4,"Labor","Married","Yes","No",3,"No",16,4823,4,0.27976,5.2,20000,"Yes",0.76024,"Domestic","Own",0,25907.1507883633,"No",4,0,3,0,3,"No","Yes","Yes","Yes","Yes","No",18,"Yes","No","No","No","No",0,0,21.4,559.85,"Yes","No","No",29,5,"No","No",21.6,220.9,"No","Disc","Yes",1.04,301.4375,Inf,3,0,0.590739892922711,-0.421561662771884,-0.497927678239274,-0.627684402490885,0
"61","2654-JRLXAI-HC7",46,26,10,5,"Female",1,"Professional","Unmarried","Yes","No",1,"No",7,1389.5,16,0.4774,7.7,25000,"No",1.4476,"Domestic","Own",2,13400,"No",0,0,0,0,6,"No","No","No","No","No","Yes",20,"Yes","Yes","Yes","No","No",0,0,0,0,"No","No","No",31,2,"No","No",27.6,322.5,"No","Visa","No",1.925,198.5,6700,0,0,-0.811721053720028,-0.421561662771884,-0.394164325671786,-0.537395043221663,-0.63663211279026
"62","0405-BACHZT-AYK",24,30,17,0,"Male",3,"Professional","Married","No","No",1,"No",12,1885.2,6,0.428571,3.9,33000,"No",0.858429,"Foreign","Own",2,16800,"Yes",4,0,1,0,1,"Yes","Yes","Yes","Yes","No","No",22,"No","No","No","No","No",25.4,89.6,41.85,163.4,"Yes","No","No",5,4,"No","Yes",17.85,38.25,"Yes","Disc","Yes",1.287,157.1,8400,4,1,-0.609245477412818,-0.332051467164606,-0.6844668155075,-0.392932068390909,-0.46356718216667
"63","4939-KCMADL-HLM",78,22,16,18,"Female",2,"Sales","Married","No","Yes",2,"No",11,1762,19,3.171168,23.1,32000,"No",4.220832,"Domestic","Lease",1,14800,"No",0,0,0,0,9,"Yes","No","No","Yes","No","No",20,"No","Yes","Yes","Yes","Yes",32.2,1224.05,0,0,"No","Yes","Yes",39,3,"Yes","Yes",20.25,234.75,"Yes","Visa","No",7.392,160.181818181818,14800,2,4,-0.659568235131293,0.801261494963477,-0.483782772402072,-0.410989940244754,-0.565370082533488
"64","4724-UVMKNV-Z1I",73,19,10,31,"Male",4,"Professional","Married","No","Yes",2,"No",11,3037.3,33,0.29856,3,16000,"No",0.18144,"Domestic","Lease",2,7000,"No",0,0,0,0,5,"No","No","No","No","No","Yes",33,"No","No","No","Yes","No",0,0,0,0,"No","No","No",66,2,"No","No",57.3,1231.75,"No","AMEX","No",0.48,276.118181818182,3500,0,0,-0.138654169235419,-0.421561662771884,0.534446189308418,-0.699915889906262,-0.962401393964078
"65","4231-HZEXGK-HRI",26,33,20,0,"Female",1,"Professional","Unmarried","Yes","No",3,"No",14,4107.8,3,0.391872,3.9,64000,"Yes",2.104128,"Domestic","Own",2,27300,"No",1,0,1,1,2,"No","No","No","Yes","Yes","No",19,"No","No","No","No","No",0,0,0,0,"No","No","No",8,4,"No","No",6.15,15.45,"No","Disc","No",2.496,293.414285714286,13650,1,0,0.29860648123234,-0.421561662771884,-0.70775229226477,0.166861959078262,0.0708980447591254
"66","4979-WSWKYV-BSV",44,21,15,7,"Female",1,"Service","Unmarried","No","No",1,"No",9,4204.8,21,2.105892,14.8,31000,"No",2.482108,"Foreign","Own",3,13500,"No",0,0,0,0,12,"No","No","No","Yes","No","No",24,"Yes","No","No","Yes","No",0,0,0,0,"No","Yes","No",52,2,"Yes","No",36.75,629.55,"No","AMEX","No",4.588,467.2,4500,1,2,0.338227483656789,-0.421561662771884,-0.0805763590788008,-0.429047812098598,-0.63154196777192
"67","7245-IUATZR-VLV",30,21,12,1,"Male",4,"Sales","Married","No","No",1,"No",10,2635.5,12,0.79866,14.5,18000,"No",1.81134,"Domestic","Own",5,10200,"No",0,0,0,0,0,"No","No","No","No","Yes","Yes",21,"Yes","No","No","No","No",0,0,0,0,"No","No","No",27,5,"No","No",9.6,86.3,"No","Visa","No",2.61,263.55,2040,0,0,-0.302774981339992,-0.421561662771884,-0.635393694534391,-0.663800146198573,-0.799516753377169
"68","2041-WAUPOH-84L",44,32,8,9,"Male",1,"Sales","Unmarried","No","No",4,"No",10,3211.9,9,0.151249,3.1,41000,"No",1.119751,"Domestic","Own",2,16400,"No",0,0,0,0,0,"No","Yes","No","Yes","No","No",20,"Yes","No","No","No","No",0,0,0,0,"No","No","No",14,1,"No","No",17.1,75.95,"No","Visa","No",1.271,321.19,8200,2,0,-0.0673363648714106,-0.421561662771884,-0.645964075430784,-0.248469093560155,-0.483927762240033
"69","5472-GUGMBS-ZVK",21,29,12,1,"Female",2,"Service","Married","No","No",2,"Yes",16,4610.3,3,0.275616,2.7,22000,"Yes",0.318384,"Domestic","Own",3,11500,"Yes",0,0,0,0,0,"No","No","No","Yes","Yes","No",17,"Yes","No","No","No","No",0,0,0,0,"No","Yes","No",6,3,"Yes","No",13.65,26.35,"No","Othe","No",0.594,288.14375,3833.33333333333,1,2,0.503859612348687,-0.421561662771884,-0.696620200306251,-0.591568658783196,-0.733344868138738
"70","1811-FUILIP-L3S",62,18,9,31,"Female",2,"Crafts","Married","No","Yes",1,"Yes",7,797.5,37,0.5754,15,14000,"No",1.5246,"Foreign","Lease",3,5100,"Yes",0,0,0,1,3,"No","No","No","No","No","Yes",16,"No","Yes","Yes","Yes","No",0,0,0,0,"No","Yes","No",70,3,"Yes","No",125.25,2817.05,"No","Visa","No",2.1,113.928571428571,1700,0,2,-1.05353170769192,-0.421561662771884,2.15350172892691,-0.73603163361395,-1.05911414931256
"71","2687-GRSYRT-YRW",33,30,14,4,"Male",2,"Sales","Married","No","No",3,"Yes",9,3281.9,8,3.745596,6.9,82000,"No",1.912404,"Foreign","Lease",2,58400,"Yes",0,0,0,0,5,"No","Yes","No","Yes","No","Yes",15,"Yes","No","No","No","No",0,0,0,0,"No","No","No",21,4,"No","No",13.35,81.7,"No","AMEX","Yes",5.658,364.655555555556,29200,2,0,-0.0387438888950042,-0.421561662771884,-0.640091641599455,0.491903652447459,1.65393314546315
"72","9184-ABVZGX-Z4V",65,17,17,7,"Male",1,"Sales","Unmarried","Yes","No",1,"Yes",11,4517.3,36,0.094731,0.3,91000,"No",0.178269,"Domestic","Lease",1,53900,"Yes",4,0,0,0,0,"Yes","Yes","No","Yes","Yes","Yes",17,"Yes","Yes","No","Yes","No",84.85,5602.9,55.95,3887.2,"Yes","Yes","Yes",68,2,"No","Yes",66,1487.15,"Yes","AMEX","Yes",0.273,410.663636363636,53900,3,3,0.465872465694318,5.17572265606759,0.795284380703462,0.654424499132057,1.42487661963781
"73","9891-ZXATIA-55Z",38,27,16,10,"Male",2,"Labor","Married","Yes","No",2,"No",9,7489.5,15,0.699078,4.7,74000,"No",2.778922,"Foreign","Own",5,36500,"Yes",0,0,0,0,0,"No","No","Yes","No","Yes","No",18,"Yes","Yes","No","No","No",0,0,0,0,"No","No","No",36,3,"No","No",42.3,521.9,"No","AMEX","No",3.478,832.166666666667,7300,1,0,1.67990899565254,-0.421561662771884,-0.190518533329688,0.347440677616705,0.539191386446489
"74","6246-WBWHHS-GFB",34,28,15,3,"Female",2,"Sales","Unmarried","No","No",3,"No",6,1416.3,14,0.358386,2.1,46000,"No",0.607614,"Domestic","Own",3,17500,"Yes",1,0,2,0,2,"No","Yes","Yes","Yes","Yes","No",20,"Yes","Yes","Yes","No","Yes",0,0,0,0,"No","No","No",31,4,"Yes","No",32.4,354.45,"No","AMEX","No",0.966,236.05,5833.33333333333,3,1,-0.800774220060489,-0.421561662771884,-0.361534019426399,-0.158179734290934,-0.427936167038283
"75","2212-AOYDMW-0ZV",78,25,20,13,"Male",2,"Professional","Married","No","Yes",2,"Yes",9,2428.1,39,0.307664,8.2,14000,"No",0.840336,"Domestic","Lease",2,8000,"Yes",1,0,0,0,4,"No","No","No","Yes","No","Yes",16,"No","Yes","No","Yes","No",0,0,0,0,"No","Yes","No",72,2,"Yes","No",107.4,2537.2,"No","Disc","No",1.148,269.788888888889,4000,1,2,-0.387490403018659,-0.421561662771884,1.86769292758822,-0.73603163361395,-0.911499943780669
"76","8268-VLELYK-IJK",47,26,10,17,"Female",1,"Service","Unmarried","No","No",3,"No",16,5288.1,16,5.40056,22,68000,"Yes",9.55944,"Foreign","Own",4,40500,"Yes",0,0,0,0,0,"No","No","No","No","No","No",15,"No","No","No","No","No",0,0,0,0,"No","No","No",28,5,"No","No",23.85,213.9,"No","Visa","No",14.96,330.50625,10125,0,0,0.780716472588806,-0.421561662771884,-0.505076728120892,0.239093446493639,0.742797187180125
"77","6023-TINSQC-7T4",60,30,19,22,"Female",2,"Labor","Married","Yes","No",3,"No",9,12608.3,12,1.498032,7.2,101000,"No",5.773968,"Domestic","Own",2,39700,"No",4,1,0,1,2,"Yes","No","No","Yes","Yes","No",17,"Yes","No","Yes","Yes","Yes",22.65,271.75,39.05,494.8,"Yes","Yes","Yes",14,3,"Yes","Yes",30.3,121.55,"Yes","AMEX","Yes",7.272,1400.92222222222,19850,2,4,3.77075422462439,-0.150084032679499,-0.599393121916242,0.8350032176705,0.702076027033398
"78","2332-AAKERL-PNS",61,28,17,7,"Female",2,"Professional","Married","Yes","No",4,"No",13,2963.3,31,4.085081,9.1,121000,"No",6.925919,"Domestic","Own",2,67700,"Yes",0,3,0,2,5,"No","No","No","No","No","Yes",19,"Yes","Yes","No","Yes","Yes",0,0,0,0,"No","No","No",60,3,"Yes","No",28.5,540,"No","Visa","No",11.011,227.946153846154,33850,0,1,-0.168880500981906,-0.421561662771884,-0.172033132921503,1.19616065474738,2.12731663216885
"79","8888-ERPHEF-H3V",77,30,11,23,"Female",1,"Service","Unmarried","No","Yes",5,"No",5,914,13,0.866286,15.3,19000,"No",2.040714,"Domestic","Lease",2,9800,"No",0,0,0,0,8,"No","No","No","No","No","Yes",29,"Yes","No","No","No","No",0,0,0,0,"No","No","No",32,4,"No","No",15.15,150,"No","Mast","No",2.907,182.8,4900,0,0,-1.00594565838833,-0.421561662771884,-0.570337340611665,-0.645742274344729,-0.819877333450533
"80","0213-HSPXOI-LYR",21,31,16,0,"Female",4,"Crafts","Married","No","No",5,"No",17,5459.2,4,1.22715,13.5,30000,"Yes",2.82285,"Foreign","Own",2,9900,"Yes",2,0,0,0,0,"No","Yes","Yes","Yes","Yes","No",20,"Yes","No","No","No","No",0,0,24.7,190.85,"Yes","No","No",10,5,"No","No",14.1,52.35,"No","Disc","Yes",4.05,321.129411764706,4950,3,0,0.850604653153994,-0.421561662771884,-0.67006658646024,-0.447105683952442,-0.814787188432192
"81","9095-NXHCNI-HXG",31,37,19,1,"Female",3,"Professional","Unmarried","No","No",3,"No",10,3089.6,1,0.706146,2.1,43000,"Yes",0.196854,"Foreign","Own",3,28500,"No",2,0,0,0,4,"No","Yes","Yes","Yes","No","No",16,"No","Yes","Yes","Yes","Yes",28.75,22.3,32.85,42.85,"Yes","No","Yes",2,3,"Yes","Yes",12.9,6.3,"Yes","Disc","Yes",0.903,308.96,9500,3,3,-0.117291505041618,-0.399284013641948,-0.717097121752886,-0.212353349852467,0.131979784979216
"82","4115-RQKQTM-RXB",74,32,11,26,"Male",1,"Professional","Unmarried","Yes","Yes",4,"No",8,2416.7,23,0.054432,1.4,18000,"No",0.197568,"Domestic","Lease",7,11000,"No",0,0,0,0,7,"No","No","No","No","No","Yes",24,"No","No","No","Yes","Yes",0,0,0,0,"No","Yes","No",50,1,"Yes","No",44.4,708.25,"No","Othe","Yes",0.252,302.0875,1571.42857142857,0,2,-0.392146891963388,-0.421561662771884,-0.000200612552606575,-0.663800146198573,-0.758795593230442
"83","4730-MCQYEE-7XQ",27,27,20,0,"Female",4,"Sales","Married","No","No",2,"No",12,3884.4,9,1.370712,16.4,42000,"No",5.517288,"Domestic","Own",2,17800,"No",4,0,0,2,2,"No","Yes","Yes","Yes","Yes","Yes",20,"Yes","Yes","No","Yes","Yes",49.25,2032.4,49,2046.8,"Yes","Yes","Yes",41,4,"Yes","Yes",46.95,580.35,"Yes","Disc","Yes",6.888,323.7,8900,3,4,0.207355636473352,1.6088013009807,-0.130823966818175,-0.230411221706311,-0.412665731983261
"84","4048-TDAQGT-9Y6",64,23,10,36,"Male",2,"Labor","Married","No","No",2,"No",9,7848.1,40,15.533154,11.7,327000,"No",22.725846,"Domestic","Own",2,85800,"No",1,0,0,0,0,"No","No","No","Yes","No","Yes",16,"Yes","Yes","Yes","Yes","Yes",0,0,0,0,"No","Yes","Yes",72,1,"Yes","Yes",302.1,7400.85,"No","AMEX","No",38.259,872.011111111111,42900,1,4,1.82638416544024,-0.421561662771884,6.83490384997861,4.9160822566393,3.04863288048855
"85","4336-AZJUON-KO0",72,20,18,9,"Male",2,"Professional","Married","No","No",4,"No",6,887.8,13,0.17595,6.9,30000,"No",1.89405,"Domestic","Own",2,12800,"Yes",2,0,0,0,3,"Yes","No","Yes","Yes","No","Yes",24,"Yes","Yes","Yes","No","No",0,0,0,0,"No","Yes","Yes",40,5,"Yes","No",37.2,507.25,"No","Visa","No",2.07,147.966666666667,6400,3,3,-1.01664741368236,-0.421561662771884,-0.205480473439074,-0.447105683952442,-0.667172982900306
"86","5495-XNMJLP-GBP",66,31,16,21,"Male",2,"Professional","Married","No","Yes",4,"No",13,4206.3,38,8.326656,15.6,96000,"No",6.649344,"Foreign","Own",2,44100,"Yes",1,0,0,0,0,"No","Yes","No","Yes","No","Yes",22,"Yes","Yes","Yes","Yes","Yes",0,0,0,0,"No","Yes","No",70,4,"Yes","Yes",73.65,1858.25,"No","Visa","No",14.976,323.561538461538,22050,2,3,0.33884017957057,-0.421561662771884,1.17428615371325,0.744713858401278,0.926042407840397
"87","9844-JTMVSQ-J5G",55,23,16,29,"Male",1,"Crafts","Unmarried","No","No",2,"No",11,9955,37,9.66394,10.9,143000,"No",5.92306,"Domestic","Own",5,94800,"Yes",1,0,0,0,0,"Yes","No","Yes","Yes","No","Yes",21,"Yes","Yes","Yes","Yes","Yes",0,0,54.4,3676.2,"Yes","Yes","No",69,3,"Yes","Yes",55.5,1286.1,"No","AMEX","Yes",15.587,905,18960,3,3,2.68697684593583,-0.421561662771884,0.589953455174983,1.59343383553196,3.50674593213924
"88","6960-IEHYJM-SCB",20,32,15,0,"Female",1,"Sales","Unmarried","No","No",1,"No",5,993.4,2,0.9061,6.8,25000,"Yes",0.7939,"Domestic","Own",2,14700,"No",2,0,0,0,0,"Yes","Yes","Yes","Yes","Yes","No",33,"No","No","Yes","Yes","Yes",30.8,186,35.95,210.55,"Yes","Yes","Yes",7,5,"Yes","Yes",10.95,29.1,"Yes","Disc","Yes",1.7,198.68,7350,4,4,-0.973513621352236,-0.235748087069276,-0.693811644995615,-0.537395043221663,-0.570460227551829
"89","2566-HGSGRK-ROU",59,18,18,7,"Male",1,"Sales","Unmarried","No","No",1,"No",8,6026.7,20,2.14812,6.5,68000,"No",2.27188,"Foreign","Own",3,34200,"No",3,0,0,0,0,"Yes","Yes","No","Yes","No","Yes",19,"No","Yes","Yes","Yes","Yes",74.8,4242.6,61.9,3395,"Yes","Yes","Yes",56,3,"Yes","Yes",59.85,1154.15,"Yes","Disc","Yes",4.42,753.3375,11400,3,4,1.08240794053415,3.81678605914147,0.455193864906478,0.239093446493639,0.422118051024648
"90","7164-HJCLUK-29N",69,23,8,16,"Female",2,"Professional","Married","No","No",2,"Yes",10,3649.4,40,6.68655,12.7,78000,"No",3.21945,"Domestic","Own",0,25907.1507883633,"No",0,0,1,1,2,"Yes","No","No","No","No","Yes",16,"Yes","Yes","Yes","Yes","Yes",0,0,0,0,"No","Yes","No",72,3,"Yes","Yes",140.1,3491.9,"No","Disc","No",9.906,364.94,Inf,1,3,0.11136660998113,-0.421561662771884,2.84272120215693,0.419672165032082,0
"91","5052-NKTQMH-BKA",43,24,13,2,"Female",1,"Sales","Unmarried","No","No",2,"No",6,1312.1,9,0.45448,6.5,38000,"No",2.01552,"Foreign","Own",3,18200,"Yes",0,0,0,0,0,"No","Yes","Yes","Yes","Yes","No",16,"No","No","No","No","No",0,0,0,0,"No","No","No",17,1,"No","No",19.8,114.15,"No","Mast","No",2.47,218.683333333333,6066.66666666667,3,0,-0.843336162871083,-0.421561662771884,-0.606950688933953,-0.302642709121688,-0.392305151909897
"92","8802-ZPAEGX-52Q",62,21,15,7,"Male",3,"Sales","Married","No","No",1,"No",10,4055.3,27,2.450896,27.7,56000,"No",13.061104,"Domestic","Own",2,18000,"No",0,0,0,0,0,"No","Yes","No","No","No","Yes",17,"Yes","No","No","Yes","No",0,0,0,0,"No","Yes","No",54,3,"No","No",31.35,553.75,"No","Disc","No",15.512,405.53,9000,1,1,0.277162124250036,-0.421561662771884,-0.157990356368324,0.0223989842475084,-0.402485441946579
"93","0309-KOSUPM-CSV",32,27,14,5,"Male",1,"Professional","Unmarried","No","No",2,"No",12,3523.5,7,4.133415,14.1,65000,"Yes",5.031585,"Domestic","Own",2,36700,"Yes",3,0,1,0,1,"No","Yes","Yes","Yes","No","No",20,"Yes","No","Yes","No","No",0,0,32.95,261.2,"Yes","No","No",10,5,"No","No",11.1,29.9,"No","Mast","Yes",9.165,293.625,18350,3,0,0.0599409996178502,-0.421561662771884,-0.69299461072343,0.184919830932107,0.549371676483171
"94","8514-TCRHWV-DPM",78,25,10,28,"Male",1,"Crafts","Unmarried","Yes","Yes",1,"No",12,2700.4,8,0.625872,20.8,17000,"No",2.910128,"Domestic","Own",2,9600,"No",0,0,0,0,0,"No","No","No","No","No","No",16,"No","No","No","Yes","No",0,0,0,0,"No","No","No",26,3,"No","No",46.05,378.7,"No","Visa","No",3.536,225.033333333333,4800,0,0,-0.276265671470438,-0.421561662771884,-0.336767668050793,-0.681858018052417,-0.830057623487215
"95","7441-RFDNVF-7SP",64,25,15,11,"Male",2,"Professional","Married","Yes","No",3,"No",8,5054.5,39,0.42315,17.5,62000,"No",10.42685,"Domestic","Own",3,31900,"Yes",0,0,0,0,0,"No","Yes","No","Yes","No","Yes",16,"Yes","No","No","Yes","No",0,0,44.55,3259.85,"Yes","Yes","No",72,3,"No","No",220.65,5166.2,"No","AMEX","No",10.85,631.8125,10633.3333333333,2,1,0.685299295616112,-0.421561662771884,4.552671804556,0.130746215370574,0.305044715602807
"96","1150-ESKSKG-FRM",75,29,11,11,"Male",1,"Sales","Unmarried","No","Yes",1,"No",18,3346.8,14,0.22616,8,11000,"No",0.65384,"Foreign","Own",1,5700,"No",0,0,0,0,0,"No","No","No","No","No","No",21,"No","No","No","Yes","No",0,0,0,0,"No","No","No",42,1,"No","No",34.35,457.4,"No","Visa","No",0.88,185.933333333333,5700,0,0,-0.0122345790254501,-0.421561662771884,-0.256391921524599,-0.790205249175483,-1.02857327920251
"97","7196-SOFWOP-3K6",74,27,19,20,"Male",2,"Professional","Married","No","Yes",1,"Yes",15,6840.9,35,4.549932,9.3,108000,"No",5.494068,"Foreign","Own",1,39800,"Yes",2,0,0,0,5,"No","Yes","Yes","Yes","No","Yes",23,"Yes","Yes","No","Yes","No",0,0,0,0,"No","Yes","No",69,1,"Yes","No",67.95,1550.1,"No","Disc","Yes",10.044,456.06,39800,3,2,1.41497928253401,-0.421561662771884,0.859574764996015,0.961408320647409,0.707166172051739
"98","9083-WGKZAH-8XR",20,24,15,0,"Female",1,"Sales","Unmarried","No","No",2,"No",8,1331.4,1,0.280136,7.6,19000,"Yes",1.163864,"Domestic","Own",2,7600,"Yes",3,0,0,0,4,"No","Yes","Yes","Yes","Yes","No",27,"Yes","No","No","No","No",0,0,25.55,25.55,"Yes","No","Yes",1,2,"No","No",6.3,2.1,"No","Disc","Yes",1.444,166.425,3800,3,1,-0.835452808780445,-0.421561662771884,-0.721386551681857,-0.645742274344729,-0.931860523854033
"99","8552-ZQJYEJ-BW1",65,26,15,6,"Male",1,"Sales","Unmarried","Yes","Yes",4,"No",11,2765.6,37,0.70707,11.1,26000,"No",2.17893,"Domestic","Own",1,15200,"Yes",1,0,0,0,7,"No","Yes","Yes","Yes","Yes","Yes",12,"No","No","No","Yes","No",0,0,35.8,2430.95,"Yes","Yes","No",70,3,"No","No",204.3,4632,"No","Visa","No",2.886,251.418181818182,15200,3,1,-0.249633822418128,-0.421561662771884,4.0070971693045,-0.519337171367819,-0.545009502460124
"100","3686-HKVHPL-GU6",66,25,16,3,"Female",1,"Sales","Unmarried","No","No",5,"No",11,2703,28,1.709568,21.2,21000,"Yes",2.742432,"Domestic","Own",0,25907.1507883633,"Yes",0,0,0,0,0,"No","Yes","No","No","Yes","Yes",27,"No","Yes","No","Yes","Yes",0,0,0,0,"No","Yes","No",62,1,"No","No",30.6,625.05,"No","Othe","No",4.452,245.727272727273,Inf,1,1,-0.275203665219886,-0.421561662771884,-0.0851721768598411,-0.60962653063704,0
"101","4923-DBKSJV-D3H",45,19,19,10,"Female",2,"Service","Married","No","No",2,"No",12,4505.5,8,1.90568,7,82000,"No",3.83432,"Foreign","Own",2,50500,"No",4,0,0,0,0,"Yes","Yes","Yes","Yes","Yes","No",20,"Yes","No","No","Yes","No",0,0,31.35,438.25,"Yes","No","Yes",14,4,"Yes","No",6.75,24.65,"No","Visa","No",5.74,375.458333333333,25250,4,2,0.461052591172581,-0.421561662771884,-0.698356398134644,0.491903652447459,1.25181168901422
"102","4588-ODXEGS-UGY",44,12,13,13,"Female",2,"Crafts","Married","Yes","No",1,"Yes",11,4015.3,26,2.2125,12.5,60000,"No",5.2875,"Domestic","Own",2,35500,"Yes",0,0,0,0,3,"No","No","Yes","No","Yes","Yes",20,"Yes","No","Yes","Yes","Yes",0,0,0,0,"No","Yes","No",70,2,"No","No",96.9,2239.45,"No","Mast","No",7.5,365.027272727273,17750,1,1,0.260823566549232,-0.421561662771884,1.56360298440938,0.0946304716628854,0.48828993626308
"103","2689-VYLAYC-OSJ",59,21,11,21,"Female",1,"Labor","Unmarried","No","No",3,"Yes",10,2967.7,30,1.8644,5.9,1e+05,"No",4.0356,"Domestic","Own",3,57100,"Yes",0,0,0,1,6,"No","No","No","No","No","Yes",18,"Yes","No","No","Yes","No",0,0,0,0,"No","No","No",63,5,"No","No",60,1292.85,"No","Visa","No",5.9,296.77,19033.3333333333,0,0,-0.167083259634817,-0.421561662771884,0.596847181846543,0.816945345816655,1.58776126022472
